id_publication;date_pub;article_title;categorie;nbr_authors
tr/trier/MI02-21;2017-06-08;tele-TASK - Teleteaching Anywhere Solution Kit;article;2
tr/trier/MI98-12;2017-06-08;A QQP-Minimization Method for Semidefinite and Smooth Nonconvex Programs;article;1
tr/trier/MI92-17;2017-06-08;18. Workshop über Komplexitätstheorie, effiziente Algorithmen und Datenstrukturen, Universität Trier, 20. Oktober 1992 (Abstracts);article;0
tr/trier/MI94-05;2017-06-08;On the Complexity of Constructing Optimal OBDD's;article;2
tr/trier/MI00-05;2017-06-08;Numerical Solution of Control Problems under Uncertainty and Perturbation of Input Data with Applications in Finance;article;4
tr/trier/MI96-17;2017-06-08;Structured PSB-Update for Optimal Shape Design Problems;article;1
tr/trier/MI03-01;2017-06-08;Räumliche Markov-additive Prozesse und Bedienstationen ohne Warteraum;article;1
tr/trier/MI96-26;2017-06-08;Fast Generation of Random Permutations via Networks Simulation;article;4
tr/trier/MI96-37;2017-06-08;Approximation Results for Wavelength Routing in Directed Binary Trees;article;1
tr/trier/MI96-29;2017-06-08;Condensing Tensor Product Modules;article;2
tr/trier/MI96-33;2017-06-08;A Comparison of Numerical Methods for Optimal Shape Design Problems;article;1
tr/trier/MI97-06;2017-06-08;Interprocedural Analysis Based on PDAs;article;2
tr/trier/MI93-01;2017-06-08;Scheduling of Conditional Executed Jobs;article;1
tr/trier/MI93-21;2017-06-08;Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products;article;2
tr/trier/MI01-06;2017-06-08;A Heuristic for (+)-OBDD Minimization;article;2
tr/trier/MI97-08;2017-06-08;Complete Families of Invariant Distributions;article;1
tr/trier/MI92-24;2017-06-08;Numerical Solution of a Semilinear Parabolic Control Problem;article;1
tr/trier/MI96-31;2017-06-08;Structural Gröbner Basis Detection;article;2
tr/trier/MI94-11;2017-06-08;A Fast and Robust Algorithm for a Class of Generalized Fractional Programs;article;1
tr/trier/MI98-29;2017-06-08;Do We Really Need Common Variable Orders for Synthesizing OBDDs?;article;4
tr/trier/MI96-38;2017-06-08;Lagrange-Duality and Partitioning Techniques in Nonconvex Global Optimization;article;2
tr/trier/MI97-23;2017-06-08;Two Program Comprehension Tools for Automatic Parallelization: A Comparative Study;article;2
tr/trier/MI03-03;2017-12-07;Implement Role-Based Access Control with Attribute Certificates;article;2
tr/trier/MI99-11;2019-05-27;Convergence of Time-Continous Disturbed Martingales and Financial Market Modelling;article;1
tr/trier/MI94-14;2017-06-08;Approximate Analysis of Multi-Queue Stations with 1-Limited Service;article;1
tr/trier/MI98-21;2017-09-23;Circuit and Decision Tree Complexity of Some Number Theoretic Problems;article;3
tr/trier/MI97-04;2020-05-06;A Decomposition Algorithm for Optimization over Efficient Sets;article;3
tr/trier/MI96-12;2017-06-08;Scheduling Expression DAGs for Minimal Register Need;article;1
tr/trier/MI92-27;2017-06-08;On the Queue-Length-Distributions of the E;article;1
tr/trier/MI95-06;2017-06-08;On Generic One-Parametric Semi-Infinite Optimization;article;2
tr/trier/MI93-11;2020-05-06;A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs;article;3
tr/trier/MI02-19;2017-06-08;Approximating Semi-Markov Processes by MAPs, with an Application on Queueing Theory;article;1
tr/trier/MI96-15;2017-06-08;Newton's Method for a Class of Optimal Shape Design Problems;article;1
tr/trier/MI04-01;2018-07-11;A Generic Background Dissemination Service for Mobile Ad-Hoc Networks;article;4
tr/trier/MI96-41;2017-06-08;Complexity Results for the Optimum Cost Chromatic Partition Problem;article;1
tr/trier/MI06-01;2019-05-27;Personal Name Matching: New Test Collections and a Social Network based Approach.;article;1
tr/trier/MI96-03;2017-06-08;Utility Function Programs and Optimization over the Efficient Set in Multiple Objective Decision Making;article;2
tr/trier/MI96-35;2017-06-08;On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems;article;1
tr/trier/MI92-20;2017-06-08;Structured Quasi-Newton Methods for Optimization Problems in Hilbert Space;article;1
tr/trier/MI99-13;2019-05-27;Computation of PODs for Fluid Flows with Lanczos Methods;article;1
tr/trier/MI97-05;2017-06-08;Unambiguity of SMGL Content Models - Pushdown Automata Revisited;article;1
tr/trier/MI94-09;2017-06-08;Global Optimization Techniques for Solving the General Quadratic Integer Programming Problem;article;1
tr/trier/MI02-20;2017-06-08;Ordered Binary Decision Diagrams in Electronic Design Automation;article;2
tr/trier/MI02-23;2020-08-21;Simultaneous Pseudo-Timestepping for PDE-model Based Optimization Problems;article;2
tr/trier/MI99-27;2017-06-08;Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.;article;3
tr/trier/MI98-05;2017-06-08;On the Numerical Simulation of Bingham Fluid Flows Using Prox-Regularization;article;1
tr/trier/MI95-04;2017-06-08;Zur strukturellen Stabilität von Kommunikationssystemen - Eine kurze Einführung in die Grundlagen;article;1
tr/trier/MI98-23;2017-06-08;Increasing Efficiency of Symbolic Model Checking by Accelerating Dynamic Variable Reordering;article;2
tr/trier/MI01-03;2017-06-08;Customer Motion in Queueing Models: The Use of Tangent Vector Fields;article;1
tr/trier/MI93-14;2017-06-08;External Tangents and Closedness of Cone + Subspace;article;2
tr/trier/MI97-27;2017-06-08;Block-Restricted Reordering - Extended Experiments;article;3
tr/trier/MI01-13;2017-06-08;On Graph Models for Communicating Mobiles in Access Areas;article;2
tr/trier/MI96-24;2017-06-08;On the Reconstruction of Binary Images from Their Discrete Radon Transforms;article;3
tr/trier/MI93-18;2017-06-08;On the Complexity of some Basic Problems in Computational Convexity: 1. Containment Problems;article;2
tr/trier/MI96-01;2017-06-08;Linearly Constrained Global Minimization of Functions with Concave Minorants;article;2
tr/trier/MI99-06;2017-06-08;Stochastic Simulation of Markov Modulated Finite-Source Queues;article;2
tr/trier/MI93-16;2017-06-08;Complexity Classes with Finite Acceptance Types;article;1
tr/trier/MI01-09;2017-06-08;WWW.BDD-PORTAL.ORG: An Experimentation Platform for Binary Decision Diagram Algorithms;article;3
tr/trier/MI98-10;2017-06-08;Neue Ergebnisse für BMAPs und räumliche Warteschlangen;article;1
tr/trier/MI98-16;2017-06-08;Stochastic Modeling of Server Capacity Utilization by Geometric Sums;article;1
tr/trier/MI03-04;2017-06-08;tele-TASK - Teleteaching praxistauglich für den Universitätsalltag;article;2
tr/trier/MI95-14;2017-06-08;Polytope Projection and Projection Polytopes;article;3
tr/trier/MI95-18;2017-06-08;Proximal Methods in View of Interior-Point-Strategies;article;2
tr/trier/MI94-03;2017-06-08;Some Heuristics for Generating Tree-like FBDD Types;article;3
tr/trier/MI97-13;2017-06-08;Propagating Differences: An Efficient New Fixpoint Algorithm for Distributive Constraint Systems;article;2
tr/trier/MI95-20;2017-06-08;Global Convergence of Inexact Reduced SQP Methods;article;2
tr/trier/MI96-19;2017-06-08;Scheduling of Virtual Connections in Fast Networks;article;2
tr/trier/MI99-02;2017-06-08;A LMI-Based Algorithm for Designing Suboptimal Static H;article;1
tr/trier/MI95-13;2017-06-08;Discrete Tomography: Determination of Finite Sets by X-Rays;article;2
tr/trier/MI00-07;2017-06-08;On Markov-Additive Jump Processes;article;1
tr/trier/MI96-30;2017-06-08;Determination of Socle Series using the Condensation Method;article;2
tr/trier/MI92-06;2017-06-08;Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases;article;2
tr/trier/MI01-12;2017-06-08;Succinct Solvers;article;2
tr/trier/MI01-20;2017-06-08;Interior Proximal Method for Variational Inequalities: Case of Non-paramonotone Operators;article;2
tr/trier/MI97-03;2017-06-08;An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks;article;2
tr/trier/MI01-19;2017-06-08;On Product Connection Theorems for Markov Chains;article;2
tr/trier/MI98-27;2017-06-08;The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet;article;2
tr/trier/MI93-23;2017-06-08;A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes;article;2
tr/trier/MI98-19;2017-06-08;Optimal Control of Thermally Coupled Navier-Stokes Equations in Food Industry;article;1
tr/trier/MI98-24;2017-06-08;Application Driven Variable Reordering and an Example in Reachability Analysis;article;3
tr/trier/MI96-39;2017-06-08;Convergent Outer Approximation Algorithms for Solving Unary Problems;article;2
tr/trier/MI96-42;2017-06-08;Linear Sifting of Decision Diagrams;article;3
tr/trier/MI96-34;2017-06-08;A Branch and Bound Approach for Solving a Class of Generalized Semi-Infinite Programming Problems;article;2
tr/trier/MI97-01;2017-06-08;Approximation Results for the Optimum Cost Chromatic Partition Problem;article;1
tr/trier/MI98-32;2017-06-08;Convergence Results on Proximal Method of Multipliers in Nonconvex Programming;article;1
tr/trier/MI99-20;2017-06-08;On the Complexity of Tensor Formulae;article;1
tr/trier/MI02-07;2017-06-08;An EM Algorithm for Platoon Arrival Processes in Discrete Time;article;2
tr/trier/MI92-16;2017-06-08;On the Solution of a Two Ball Trust Region Subproblem;article;1
tr/trier/MI92-22;2017-06-08;On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations;article;1
tr/trier/MI96-04;2017-06-08;State Encodings and OBDD-Sizes;article;2
tr/trier/MI02-05;2017-06-08;Functional Quantization and Small Ball Probabilities for Gaussian Processes;article;2
tr/trier/MI96-46;2019-04-12;Parallel versus Sequential Task-Processing: A New Performance Model in Discrete Time;article;3
tr/trier/MI93-10;2017-06-08;On the G/GE/1 Queue;article;1
tr/trier/MI95-24;2017-06-08;Generalized Semi-Infinite Optimization: A First Order Optimality Condition and Examples;article;3
tr/trier/MI97-20;2017-06-08;On a Weak Norm Based Prox-Regularization Method;article;1
tr/trier/MI92-14;2017-06-08;One Strike Against the Min-Max Degree Triangulation Problem;article;1
tr/trier/MI04-05;2017-06-08;10 Jahre ECCC - Eine Digitale Bibliothek in weltweiter Benutzung;article;2
tr/trier/MI98-08;2017-06-08;Locating Matches of Tree Patterns in Forests;article;2
tr/trier/MI99-05;2019-05-27;Convergence of Generalized Supermartingales with Continous Parameter;article;1
tr/trier/MI98-09;2017-06-08;Proximal Interior Point Approach for Solving Convex Semi-infinite Programming Problems;article;2
tr/trier/MI97-21;2017-06-08;A Note on Spectral Lower Bound Arguments for Decision Trees;article;1
tr/trier/MI02-15;2017-06-08;Optimal Allocation of Jobs between Heterogeneous Servers in the Retrial MAP/PH/K Queue;article;3
tr/trier/MI92-09;2017-06-08;Scheduling with Incompatible Jobs;article;3
tr/trier/MI97-22;2019-04-12;The BMAP/G/1 Queue with Level Dependent Arrivals and its Stationary Distribution;article;1
tr/trier/MI97-17;2019-08-20;Stochastic Constraint Aggregation Method for Convex Semi-Infinite Problems;article;1
tr/trier/MI00-02;2017-06-08;A Lagrangian Method for Solving the Optimal Output Feedback Design Problem;article;2
tr/trier/MI92-04;2017-06-08;Upper and Lower Bounds for Certain Graph-Accessability-Problems on Bounded Alternating (omega)-Branching Programs;article;2
tr/trier/MI94-16;2017-06-08;Efficient OBDD-Based Boolean Manipulation in CAD Beyond Current Limits;article;3
tr/trier/MI02-13;2020-08-21;Forward and Inverse Problems in Modeling of Multiphase Flow and Transport Through Heterogeneos Porous Media;article;4
tr/trier/MI99-09;2019-05-27;On the Rareness of Disturbed Martingales in the Class of all Uniformly L;article;1
tr/trier/MI99-07;2017-06-08;A Tool for Simulation of Markov Modulated Finite-Source Queueing Systems;article;2
tr/trier/MI93-05;2017-06-08;Symmetric Functions in AC;article;2
tr/trier/MI95-15;2017-06-08;On the Algorithmic Complexity of Minkowski's Reconstruction Theorem;article;2
tr/trier/MI95-05;2017-06-08;Integrating Synchronous and Asynchronous Paradigms: The Fork95 Parallel Programming Language;article;2
tr/trier/MI99-19;2017-06-08;Algorithmic Considerations for +-OBDD Reordering.;article;2
tr/trier/MI97-18;2017-06-08;Model-Checking for L;article;1
tr/trier/MI99-14;2019-05-27;Auxiliary Problem Principle and Proximal Point Methods;article;2
tr/trier/MI94-01;2017-06-08;Largest j-Simplices in n-Polytopes;article;3
tr/trier/MI92-25;2017-06-08;The Complexity of Detecting Crossingfree Configurations in the Plane;article;2
tr/trier/MI98-31;2017-06-08;The Infinite Server Queue with Markov Additive Arrivals in Space;article;1
tr/trier/MI02-22;2017-06-08;Weak Error Tolerance Criterion in Generalized Proximal Methods;article;2
tr/trier/MI01-16;2017-06-08;Modular Partitioning for Improvement of Image Computation;article;2
tr/trier/MI93-03;2017-06-08;A Rainbow about T-Colorings for Complete Graphs;article;1
tr/trier/MI95-19;2017-06-08;Convergence Rate of the Augmented Lagrangian SQP Method;article;2
tr/trier/MI94-18;2017-06-08;Integrating Scalable Parallel Libraries and Automatically Parallelizing Compilers;article;1
tr/trier/MI92-08;2017-06-08;Generalized Coloring for Tree-like Graphs;article;2
tr/trier/MI01-08;2017-06-08;Reduction of Generalized Semi-Infinite Programming Problems to Semi-Infinite or Piece-Wise Smooth Programming Problems;article;1
tr/trier/MI96-27;2017-06-08;Proximal Interior Point Approach in Convex Programming;article;2
tr/trier/MI02-12;2020-08-21;Numerical Parameter Identification in Non-isothermal Multiphase Multicomponent Flow through Porous Media;article;2
tr/trier/MI97-10;2017-06-08;Regularized Penalty Method for Parabolic Optimal Control Problems;article;2
tr/trier/MI96-07;2017-06-08;On the Acceptance Power of Groups and Semigroups;article;1
tr/trier/MI94-17;2017-06-08;A Unifying Theoretical Background for Some BDD-based Data Structures;article;2
tr/trier/MI01-01;2017-06-08;Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces;article;2
tr/trier/MI95-11;2017-06-08;On Communication Games with More than Two Players;article;1
tr/trier/MI04-04;2017-06-08;TI-jPACS - eine frei verfügbare leistungsfähige Plattform zur medizinischen Bildverarbeitung und -visualisierung;article;2
tr/trier/MI95-12;2017-06-08;Computational Design of Optimal Output Feedback Controllers;article;2
tr/trier/MI99-16;2017-06-08;One Step Further: Integrating Electronic Submission and the Reviewing Process;article;2
tr/trier/MI92-10;2017-06-08;Efficient Analysis and Manipulation of OBDDs can be Extended to Read-once-only Branching Programs;article;2
tr/trier/MI92-21;2017-06-08;Performance Analysis of SDN Specific Error Procedures: Comparison of Step-by-Step and End-to-End Schemes;article;2
tr/trier/MI00-08;2017-06-08;Reduction of Some Optimal Control Problems with Variational Inequalities to Ill-Posed Optimal Control Problems with Linear State Equations;article;1
tr/trier/MI95-22;2017-06-08;On Approximate Solution Methods for Multi-Queue Systems with 1-Limited Deterministic Service;article;1
tr/trier/MI95-03;2017-06-08;Global Rebuilding of OBDD's - Tunneling Memory Requirement Maxima;article;3
tr/trier/MI92-18;2017-06-08;On the Use of Product Structure in Secant Methods for Nonlinear Least Squares Problems;article;1
tr/trier/MI96-21;2017-06-08;Ein Newtonverfahren zur zeitoptimalen Vibrationsdämpfung;article;1
tr/trier/MI92-13;2017-06-08;Product Form Solutions for Closed Synchronized Systems of Stochastic Sequential Processes;article;1
tr/trier/MI98-26;2017-06-08;Convergence Results on Proximal Method of Multipliers in Nonconvex Programming;article;1
tr/trier/MI00-03;2017-06-08;Optimal Static Output Feedback Design By Using a Trust Region Interior Point Method;article;2
tr/trier/MI99-10;2017-06-08;The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations;article;3
tr/trier/MI02-16;2017-06-08;No-Waiting Stations with Special Arrival Processes and Customer Motion;article;2
tr/trier/MI96-36;2017-06-08;Ein Faltungskalkül für Matrizenfolgen und verallgemeinerte Poisson-Gruppenprozesse;article;1
tr/trier/MI98-30;2017-06-08;Proximal Methods: Decomposition and Selection;article;2
tr/trier/MI01-15;2017-06-08;IDDS: An Interactive Decentallzed Documentation System;article;3
tr/trier/MI00-06;2017-06-08;The Inhomogeneous BMAP/G/infinity Queue;article;1
tr/trier/MI97-14;2017-06-08;Function Decomposition and Synthesis Using Linear Sifting;article;3
tr/trier/MI99-03;2017-06-08;Static Output Feedback Design by Using a Newton-SQP Interior Point Method;article;1
tr/trier/MI95-23;2017-06-08;Language Support for Synchronous Parallel Critical Sections;article;2
tr/trier/MI92-19;2017-06-08;On a Fast Algorithm for Constrained Nonlinear Least Squares Problems;article;1
tr/trier/MI99-22;2017-06-08;The complexity of optimal small policies;article;1
tr/trier/MI92-01;2017-06-08;Separating Counting Communication Complexity Classes;article;4
tr/trier/MI97-28;2017-06-08;OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols;article;2
tr/trier/MI96-28;2017-06-08;On Helly's Theorem: Algorithms and Extensions;article;2
tr/trier/MI94-07;2017-06-08;On the Complexity of some Basic Problems in Computational Convexity: II. Volume and mixed volumes;article;2
tr/trier/MI96-10;2017-06-08;BMAP/G/1-Queues: Properties of the Fundamental-Period-Matrix G;article;1
tr/trier/MI00-09;2017-06-08;Parameter Estimation for BMAPs;article;2
tr/trier/MI96-40;2017-06-08;Speeding up Variable Reordering of OBDDs.;article;2
